time/total_timesteps,time/iterations,train/loss,train/value_loss,train/policy_gradient_loss,train/learning_rate,train/n_updates,train/clip_range,rollout/ep_len_mean,time/time_elapsed,rollout/ep_rew_mean,time/fps,train/clip_fraction,train/approx_kl,train/entropy_loss,train/explained_variance
761856,372,1192.142578125,3426.98461278677,0.08550329942663666,0.00024019199999999997,3710,0.2,3226.09,14667,292.0,51,0.57431640625,0.7586705,-1.3463751919567586,0.03826230764389038
770048,376,152.55133056640625,663.6512697696686,0.09584454505966278,0.000232,3750,0.2,3041.43,14824,272.0,51,0.3748046875,0.26283705,-0.6992991650477052,0.3914428949356079
778240,380,3152.7861328125,3907.5674944877624,0.04822951695678057,0.000223808,3790,0.2,2843.85,14981,230.0,51,0.343115234375,0.18945134,-0.5969527397304774,0.011165082454681396
786432,384,2938.046142578125,3463.624790263176,0.035540055339515673,0.00021561600000000004,3830,0.2,2790.93,15139,280.0,51,0.25234375,0.100402,-0.526399667095393,0.3656207323074341
794624,388,50.81440353393555,115.9311760365963,0.070096040648059,0.00020742400000000005,3870,0.2,2831.02,15297,304.0,51,0.127978515625,0.1422159,-0.14135692279669457,0.52812460064888
802816,392,64.53817749023438,104.31120484769345,0.018264498846110654,0.00019923199999999998,3910,0.2,2915.36,15454,326.0,51,0.24013671875,0.059864108,-0.6219415099360048,0.6319911479949951
811008,396,1058.4127197265625,2485.1402302980423,0.030163765944598707,0.00019104,3950,0.2,2932.97,15612,350.0,51,0.176904296875,0.11497198,-0.3206179818604141,0.1993253231048584
819200,400,234.23167419433594,2781.785838496685,0.0773603271030879,0.00018284800000000002,3990,0.2,3001.18,15770,390.0,51,0.26181640625,0.65368205,-0.3645110680256039,0.34704285860061646
827392,404,1.4309743642807007,8.18583227749914,-0.01591598014238116,0.00017465600000000003,4030,0.2,3046.07,15928,418.0,51,0.04228515625,0.0069047813,-0.11910791747795883,0.8028437793254852
835584,408,10.533797264099121,39.77915076352656,-0.002550965662521776,0.00016646399999999996,4070,0.2,3114.24,16086,422.0,51,0.075634765625,0.06582263,-0.10334275629138574,0.8424128144979477
843776,412,-0.00010029226541519165,0.07393590278225019,-0.009501428391376975,0.00015827199999999996,4110,0.2,3176.41,16244,426.0,51,0.0572265625,0.048335597,-0.04788569534778162,0.4412214756011963
851968,416,0.6811500191688538,3.275700546428561,-0.009550533112633274,0.00015008,4150,0.2,2979.56,16401,430.0,51,0.133642578125,0.020082112,-0.7944849673658609,0.9914120426401496
